,0,1
0,N_1_to_last2_ALL_Users_percent/User count,0.2084600416061088
1,U_1_to_last2_ALL_Users_percent/User count,0.011574838039636931
2,S_1_to_last2_ALL_Users_percent/User count,0.009092653370456552
3,User_count(for count in passwords.index),24409578.0
4,N_1_to_last2_ALL,43812083.0
5,U_1_to_last2_ALL,2563904.0
6,S_1_to_last2_ALL,3368535.0
7,length_ALL(= length_ALL + len(password)),206953176.0
8,N_1_to_last2_ALL/length_ALL,0.21170046213738705
9,U_1_to_last2_ALL/length_ALL,0.012388812047030387
10,S_1_to_last2_ALL/length_ALL,0.016276797800870667
